x;y;o;e;m;t;s;owner
418;212;14;25;89;51;91;
440;212;74;84;82;46;99;
447;212;87;99;73;17;81;
448;212;83;83;96;34;87;
449;212;83;82;93;88;83;
452;212;73;69;85;13;83;
467;212;13;87;82;77;90;
472;212;90;75;85;10;90;
474;212;71;72;69;10;82;
475;212;4;77;95;52;80;
479;212;46;75;34;44;87;
493;212;45;67;68;81;85;
499;212;0;0;0;0;70;
547;212;2;77;82;33;85;
550;212;75;76;83;68;85;
551;212;2;72;46;66;90;
552;212;85;74;93;19;74;
553;212;78;64;66;92;73;Zum5
554;212;77;80;73;33;92;
558;212;79;88;89;25;77;
559;212;76;67;89;21;73;
561;212;68;81;73;35;82;
571;212;8;82;81;25;84;
577;212;78;75;69;67;87;
578;212;96;64;75;70;80;Тупс
579;212;70;82;74;41;78;
580;212;73;84;8;99;73;
581;212;69;90;66;21;83;
440;213;78;9;68;64;89;
443;213;79;68;81;79;83;
450;213;74;70;77;22;72;
470;213;75;83;87;18;92;
472;213;87;2;73;53;93;
474;213;3;81;74;48;89;
475;213;75;68;93;9;82;
480;213;91;42;85;93;92;
485;213;17;88;99;45;94;
492;213;86;97;84;76;81;
493;213;83;74;83;67;95;
549;213;73;68;86;5;86;
554;213;5;82;89;65;87;
555;213;62;72;66;14;99;
556;213;81;84;76;43;80;
558;213;74;69;89;20;76;
569;213;81;74;74;23;99;
570;213;87;67;1;52;99;
578;213;79;77;1;37;89;
581;213;91;69;20;33;75;
594;213;68;74;69;30;91;
438;214;94;81;91;12;81;
445;214;18;71;84;36;78;
452;214;80;76;73;30;81;
468;214;80;93;74;45;83;
474;214;87;42;92;42;95;
478;214;76;76;78;68;99;
480;214;76;25;81;49;89;
483;214;58;63;82;31;87;
485;214;87;97;76;98;81;
486;214;73;87;79;86;97;
488;214;89;77;99;74;82;
494;214;17;1;86;62;87;
495;214;60;67;80;53;81;
498;214;77;84;88;45;81;
500;214;85;95;74;68;77;
557;214;76;68;82;82;88;Тупс
562;214;75;98;82;43;70;
572;214;84;79;73;11;75;
575;214;25;74;87;14;83;
576;214;70;78;15;89;88;Тупс
578;214;71;86;90;32;86;
579;214;19;87;99;88;79;Тупс
594;214;10;90;73;62;90;
440;215;73;76;76;8;85;
447;215;77;74;64;32;82;
451;215;74;90;86;20;93;
458;215;70;86;61;19;85;
461;215;72;27;77;40;89;
462;215;57;77;71;54;85;
467;215;9;59;76;41;86;
468;215;71;31;80;79;84;
472;215;3;12;75;57;87;
476;215;93;80;76;89;81;
484;215;72;74;76;97;79;Ocular-16
487;215;76;65;75;6;82;
488;215;75;5;74;69;84;
490;215;26;72;86;51;82;
492;215;77;51;77;76;83;
497;215;77;93;87;80;79;
498;215;0;0;0;0;70;
500;215;10;87;80;77;89;
555;215;85;91;79;91;95;Тупс
556;215;80;76;76;27;83;
571;215;75;74;84;86;80;
573;215;73;84;1;99;94;
576;215;3;70;91;77;70;
577;215;18;85;81;69;90;
578;215;87;58;91;1;86;
583;215;82;53;79;82;78;
584;215;88;91;1;65;91;
413;216;73;74;91;51;98;
455;216;59;76;83;82;85;
457;216;76;21;75;18;85;
461;216;86;69;77;63;83;
466;216;73;77;74;25;85;
470;216;77;66;91;75;93;
473;216;79;78;72;6;73;Ocular-7
478;216;88;74;79;31;82;
479;216;75;15;60;50;81;
480;216;6;20;99;75;88;
482;216;66;70;89;45;87;
483;216;16;81;85;98;84;
484;216;6;82;71;62;86;
488;216;8;2;99;78;81;
489;216;0;0;0;0;70;
492;216;0;0;0;0;70;
494;216;71;46;72;34;93;
495;216;83;78;74;43;86;
498;216;76;90;86;27;81;
499;216;0;0;0;0;70;
562;216;83;90;69;35;89;
564;216;59;80;1;95;97;
567;216;76;99;69;49;81;
572;216;89;86;74;49;87;
575;216;68;78;82;45;99;
577;216;26;79;21;36;79;
583;216;44;93;68;58;82;
409;217;87;67;77;16;90;
413;217;71;83;82;78;80;
416;217;78;79;82;33;84;
418;217;72;97;77;50;80;
439;217;0;0;0;0;70;
440;217;85;92;86;21;71;
448;217;73;95;72;44;78;
452;217;0;0;0;0;70;
455;217;95;80;75;52;81;
457;217;2;57;82;26;88;
460;217;17;88;71;34;81;
462;217;78;77;84;88;85;
466;217;21;74;72;23;80;
471;217;76;90;90;90;86;
476;217;69;74;68;70;85;
480;217;67;61;92;52;98;
482;217;82;83;86;64;89;
483;217;80;83;80;31;87;
488;217;79;11;97;93;91;
489;217;62;2;94;54;92;
492;217;81;81;89;47;90;
493;217;0;0;0;0;80;
544;217;72;91;74;13;86;
559;217;79;92;91;61;75;
562;217;81;65;18;96;80;
564;217;72;78;5;89;84;
566;217;86;76;74;44;84;
567;217;0;0;0;0;80;
568;217;84;87;76;70;94;
569;217;48;82;77;74;89;
574;217;75;93;94;57;70;
578;217;58;85;74;4;80;
406;218;0;0;0;0;80;
407;218;15;3;82;58;97;
409;218;87;74;75;85;85;
440;218;74;99;81;24;87;
441;218;80;88;76;51;95;
450;218;71;93;80;39;86;
456;218;83;83;70;69;90;
459;218;69;80;82;14;82;
460;218;88;79;85;53;87;
463;218;68;75;74;52;81;
465;218;37;71;88;25;85;
466;218;74;97;94;78;87;
471;218;6;90;82;54;87;
475;218;90;79;69;15;99;
481;218;17;23;87;60;96;
483;218;89;81;72;70;89;
495;218;77;51;91;40;89;
497;218;64;21;77;85;90;
500;218;77;72;85;43;84;
545;218;63;93;99;98;97;
575;218;69;81;73;70;97;
579;218;76;91;89;97;91;
584;218;73;79;74;50;88;
406;219;80;64;71;50;85;
413;219;0;0;0;0;80;
418;219;81;5;83;59;90;
464;219;71;91;97;74;82;
468;219;69;45;80;29;83;
470;219;4;76;87;81;83;
471;219;38;50;73;49;96;
482;219;8;19;77;23;86;
485;219;74;16;96;49;99;
488;219;79;73;96;56;80;
491;219;71;93;85;62;80;
492;219;73;89;77;81;96;
494;219;79;74;70;53;84;
497;219;78;90;77;65;81;
557;219;72;91;64;63;97;
558;219;78;72;77;50;87;
559;219;58;78;97;97;87;
562;219;84;82;8;72;91;
564;219;80;90;70;42;86;
569;219;0;0;0;0;80;
574;219;67;59;84;45;81;
575;219;87;99;86;80;77;
576;219;76;75;75;17;73;
579;219;20;90;75;42;74;
580;219;74;76;82;28;79;
583;219;14;69;81;86;96;Тупс
584;219;71;84;79;94;81;
405;220;76;32;86;47;86;Eye
418;220;36;54;85;44;81;
466;220;85;44;74;13;95;
467;220;88;70;80;72;83;
468;220;95;78;82;94;90;
473;220;0;0;0;0;80;
475;220;63;98;75;82;83;
477;220;0;0;0;0;70;
478;220;72;82;94;68;83;
482;220;73;22;74;8;79;
486;220;81;78;71;85;87;
488;220;76;76;92;12;78;
491;220;75;75;81;14;83;
493;220;72;75;77;96;73;Ocular-14
498;220;84;70;82;97;80;
542;220;87;95;4;92;88;
545;220;77;67;61;84;95;
554;220;72;85;58;9;77;
557;220;92;77;89;25;67;
574;220;87;96;78;24;89;
575;220;98;93;72;31;76;
577;220;99;99;74;84;73;
404;221;92;90;96;10;87;
406;221;84;4;84;39;86;
460;221;71;68;85;36;97;
464;221;92;83;92;22;86;
475;221;79;91;79;13;84;
479;221;80;17;76;97;80;
481;221;51;75;75;50;85;
485;221;97;82;91;19;81;
486;221;15;87;74;49;95;
488;221;13;72;97;62;86;
491;221;88;74;18;54;87;
497;221;77;73;93;47;91;
545;221;91;99;88;12;91;
577;221;90;88;81;67;84;
581;221;95;79;79;34;71;
584;221;67;76;19;31;92;
413;222;81;90;84;72;87;
414;222;69;91;66;53;80;
415;222;27;67;70;43;83;
417;222;0;0;0;0;80;
458;222;94;10;73;52;80;
459;222;76;83;99;54;89;
461;222;60;79;73;7;74;Ocular-6
464;222;90;11;72;4;82;
466;222;70;18;77;32;88;
468;222;77;83;60;13;80;
469;222;14;84;77;95;82;
474;222;0;0;0;0;80;
476;222;78;70;68;13;81;
480;222;70;89;80;82;89;
483;222;74;75;77;37;83;
485;222;90;66;74;47;72;
486;222;91;84;72;57;91;
487;222;68;92;65;52;86;
490;222;77;79;98;45;91;
500;222;74;72;82;17;82;
553;222;29;87;78;27;81;
554;222;11;79;2;36;90;
573;222;82;86;54;7;81;
574;222;79;78;74;61;81;
576;222;74;93;77;47;95;
578;222;68;89;46;66;90;
582;222;0;0;0;0;80;
584;222;0;0;0;0;80;
411;223;70;69;78;13;71;Ocular-9
416;223;79;67;79;51;82;
457;223;7;74;75;69;81;
460;223;62;98;74;41;91;
465;223;95;91;82;43;87;
466;223;73;86;64;68;86;
472;223;90;5;86;11;89;
478;223;0;0;0;0;80;
479;223;8;14;99;78;85;
487;223;76;2;43;47;96;
491;223;71;2;85;6;81;
500;223;0;0;0;0;80;
576;223;19;58;72;1;96;
406;224;14;78;82;50;97;
407;224;1;75;85;69;91;
412;224;70;69;90;22;95;
413;224;56;85;73;65;86;
455;224;85;79;73;43;96;
459;224;1;15;75;46;82;
487;224;63;78;96;77;91;
493;224;69;89;88;64;91;
496;224;83;81;89;16;94;
499;224;3;72;78;44;98;
405;225;0;0;0;0;80;
412;225;77;7;78;29;82;
413;225;91;83;79;75;97;
460;225;0;0;0;0;70;
462;225;96;89;35;69;76;
465;225;0;0;0;0;70;
466;225;99;84;82;80;81;
496;225;84;84;84;9;91;
500;225;4;85;69;46;90;
575;225;81;73;72;81;91;
405;226;26;85;87;66;85;
413;226;76;88;87;39;85;
445;226;0;0;0;0;0;
452;226;0;0;0;0;70;
463;226;76;74;89;36;92;
486;226;70;72;73;17;91;
487;226;0;0;0;0;80;
491;226;0;0;0;0;80;
492;226;25;51;62;54;93;
496;226;80;75;77;97;94;
499;226;80;10;84;74;86;
500;226;49;83;70;45;91;
409;227;92;72;80;69;95;
413;227;12;79;79;55;89;
454;227;77;82;77;51;81;
455;227;10;82;88;17;85;
457;227;0;0;0;0;70;
463;227;89;67;87;71;77;
466;227;0;0;0;0;70;
488;227;80;13;71;31;88;
491;227;80;1;88;79;98;
493;227;60;87;81;12;83;
405;228;85;85;79;7;86;
412;228;81;74;76;41;84;
414;228;80;74;79;39;87;
415;228;71;80;72;46;86;
417;228;83;90;90;87;94;
453;228;0;0;0;0;70;
455;228;55;97;75;93;82;
460;228;68;79;82;39;86;
461;228;83;70;72;17;84;
462;228;85;87;77;72;72;
465;228;3;87;72;18;84;
467;228;81;74;96;23;89;
405;229;81;29;76;75;83;
410;229;76;92;75;84;85;
411;229;71;74;74;44;82;
415;229;77;64;87;55;92;
457;229;98;80;72;32;88;
462;229;8;84;66;63;86;
464;229;7;71;86;93;71;
465;229;74;68;78;31;80;
406;230;0;0;0;0;80;
410;230;83;83;74;46;92;
413;230;15;67;75;21;99;
415;230;74;76;67;9;90;
418;230;63;78;91;52;88;
457;230;71;76;83;88;73;
458;230;8;83;89;95;93;
465;230;0;0;0;0;70;
458;231;64;80;68;56;92;
461;231;89;99;63;33;72;
465;231;77;68;83;82;89;
459;232;71;68;70;9;71;Ocular-19
460;232;70;90;67;42;74;
461;232;81;76;3;24;89;
462;232;80;88;24;56;80;
463;232;93;75;74;32;80;
464;232;93;74;92;72;86;
465;232;92;74;73;68;76;
455;233;92;80;75;24;84;
457;233;91;75;72;21;70;
460;233;98;57;75;18;80;
464;233;76;89;72;7;83;
465;233;66;95;61;69;74;
466;233;72;92;77;46;83;
457;234;76;73;22;81;88;
459;234;69;79;86;67;79;
464;234;81;86;18;57;85;
456;235;65;84;66;21;80;
458;235;18;74;82;27;95;
452;236;11;84;70;50;83;
457;236;68;89;89;24;75;
463;236;84;78;74;5;96;
465;236;91;90;68;29;91;
466;236;79;94;75;55;80;
499;236;99;78;86;22;81;
503;236;0;0;0;0;70;
506;236;83;77;88;35;99;
509;236;71;77;80;35;82;
465;237;42;78;78;91;82;
498;237;96;4;80;21;80;
500;237;73;94;79;74;80;
504;237;68;89;87;70;85;
508;237;79;84;84;98;88;
462;238;78;75;67;12;83;
463;238;39;77;74;55;92;
464;238;93;94;7;50;97;
465;238;77;70;97;61;86;
466;238;71;69;15;38;91;
502;238;82;79;79;22;84;
504;238;59;63;90;48;94;
507;238;86;6;67;46;92;
414;239;68;79;67;67;84;
419;239;82;69;76;51;94;
420;239;54;81;78;66;80;
424;239;86;70;77;28;98;
426;239;0;0;0;0;80;
462;239;85;94;10;45;87;
465;239;72;97;72;17;80;
500;239;4;77;72;72;80;
501;239;0;0;0;0;70;
502;239;55;84;84;56;80;
504;239;69;18;92;87;88;
505;239;0;0;0;0;70;
506;239;82;95;75;10;96;
413;240;0;0;0;0;80;
418;240;51;88;86;38;83;
425;240;73;2;90;75;90;
426;240;72;90;77;1;89;
502;240;95;55;84;55;84;
503;240;74;88;80;29;85;
506;240;72;99;35;69;84;
417;241;77;12;47;26;85;
420;241;20;76;81;71;87;
424;241;64;79;17;37;85;
425;241;80;73;89;19;98;
498;241;83;60;85;54;91;
507;241;84;77;67;74;98;
508;241;89;66;88;50;80;
414;242;98;21;93;45;92;
421;242;71;6;80;64;84;
425;242;77;82;85;39;82;
426;242;58;99;84;88;83;
499;242;84;91;92;23;91;
500;242;80;88;79;46;80;
504;242;43;67;57;61;95;
505;242;82;78;52;53;77;
506;242;82;76;80;47;98;
508;242;35;77;97;36;85;
509;242;76;80;72;71;80;
412;243;85;73;73;22;83;
414;243;63;9;81;81;88;
416;243;68;73;87;65;93;
418;243;73;71;92;3;82;
422;243;0;0;0;0;80;
423;243;77;24;72;26;81;
500;243;78;73;89;2;85;
505;243;74;71;78;94;71;Ocular-24
415;244;0;0;0;0;80;
418;244;75;21;84;62;88;
421;244;81;19;35;24;82;
423;244;9;76;95;30;92;
512;244;0;0;0;0;70;
415;245;78;98;95;58;95;
416;245;3;88;87;66;81;
418;245;88;70;79;41;83;
421;245;83;77;78;67;96;
422;245;77;83;87;72;91;
425;245;7;64;68;77;93;
507;245;43;96;98;83;88;
511;245;72;73;67;19;76;
414;246;47;11;80;57;93;
416;246;65;79;74;13;98;
419;246;73;77;74;92;74;Ocular-17
505;246;39;30;89;81;90;
508;246;0;0;0;0;70;
416;247;76;80;77;55;81;
418;247;68;70;88;71;82;
423;247;75;70;77;30;87;
500;247;67;77;77;30;81;
507;247;0;0;0;0;70;
415;248;18;84;80;7;92;
416;248;67;75;61;90;93;
417;248;85;10;86;73;83;
418;248;71;69;93;90;83;
422;248;4;86;81;51;80;
500;248;74;1;78;21;80;
511;248;0;0;0;0;80;
512;248;74;83;98;16;82;
415;249;98;65;86;53;80;
422;249;96;2;75;58;95;
423;249;69;26;71;83;87;
424;249;81;86;95;35;95;
500;249;0;0;0;0;70;
509;249;78;91;79;69;88;
418;250;66;15;93;90;92;
430;250;0;0;0;0;90;
441;250;55;92;13;23;90;
498;250;76;87;70;32;85;
508;250;87;88;90;63;89;
415;251;88;99;73;22;93;
417;251;5;10;84;71;88;
419;251;65;96;79;84;91;
421;251;88;77;83;62;82;
439;251;0;0;0;0;90;
418;252;66;72;67;6;99;
422;252;79;86;79;89;80;
419;253;82;8;69;46;92;
420;253;77;6;92;64;80;
430;254;19;92;67;75;93;
441;254;0;0;0;0;90;
436;255;0;0;0;0;90;
442;255;4;65;69;98;92;
435;256;75;82;8;46;94;
436;256;89;86;85;3;90;
444;256;76;88;20;68;91;
429;257;76;83;25;5;91;
442;257;86;79;70;1;93;
427;258;76;78;88;59;90;
437;259;88;82;71;66;91;
435;260;15;75;52;47;93;
445;260;79;91;73;17;80;
450;260;5;83;76;40;93;
451;260;74;44;17;43;72;
450;261;7;71;86;56;83;
426;262;0;0;0;0;80;
432;262;90;94;16;46;98;
453;262;78;75;74;52;77;
458;262;0;0;0;0;70;
433;263;76;75;41;51;97;
434;263;82;80;78;72;92;
448;263;58;81;3;58;83;
449;263;75;89;72;84;80;
454;263;74;70;86;87;73;
456;263;71;69;46;27;94;
428;264;60;78;72;33;92;
429;264;0;0;0;0;80;
432;264;96;53;82;47;95;
435;264;0;0;0;0;80;
426;265;0;0;0;0;80;
435;265;69;73;20;82;93;
446;265;93;81;81;58;83;
447;265;78;72;95;70;81;
450;265;75;63;76;48;97;
452;265;71;71;85;80;92;
465;265;71;5;75;53;92;
466;265;89;3;77;85;91;
471;265;97;74;55;59;94;
473;265;97;73;87;22;96;
474;265;87;23;5;65;91;
476;265;92;3;60;56;87;
428;266;0;0;0;0;80;
432;266;0;0;0;0;80;
447;266;88;85;85;46;82;
449;266;91;78;54;68;86;
452;266;79;5;9;73;91;
469;266;86;67;84;30;84;Orb
472;266;80;2;94;83;96;
473;266;0;0;0;0;80;
475;266;0;0;0;0;80;
479;266;75;27;95;61;82;
428;267;0;0;0;0;80;
429;267;0;0;0;0;80;
431;267;21;90;76;45;92;
432;267;0;0;0;0;80;
436;267;91;88;71;65;90;
442;267;83;70;84;70;96;
451;267;75;70;71;7;78;Ocular-1
452;267;76;78;84;58;81;
453;267;77;75;36;69;87;
454;267;71;98;83;22;82;
456;267;70;47;93;23;83;
469;267;0;0;0;0;80;
470;267;73;68;84;76;84;
471;267;74;79;99;95;82;
478;267;0;0;0;0;80;
429;268;88;79;75;14;90;
431;268;78;75;91;67;89;
432;268;61;77;78;25;90;
437;268;12;92;2;66;90;
446;268;7;53;96;38;94;
452;268;81;70;84;21;90;
454;268;81;64;78;34;88;
456;268;79;79;73;74;83;
458;268;84;71;76;31;85;
467;268;89;1;72;28;90;
468;268;92;76;86;69;85;
470;268;79;80;44;43;80;
471;268;87;84;71;73;83;
473;268;71;96;72;28;80;
476;268;76;87;85;14;97;
478;268;82;18;84;40;80;
430;269;91;82;74;98;83;
441;269;0;0;0;0;80;
446;269;94;97;62;92;91;
447;269;22;78;79;73;90;
450;269;91;94;75;23;80;
453;269;88;43;75;7;82;
454;269;91;85;66;96;88;
468;269;89;75;31;54;81;
427;270;62;81;76;76;86;
428;270;10;88;62;17;81;
430;270;69;87;77;11;82;
433;270;71;78;1;17;88;
434;270;76;90;84;8;92;
443;270;72;76;96;78;91;
446;270;74;73;73;86;86;
448;270;74;73;75;71;86;
453;270;79;11;68;28;90;
454;270;95;17;73;13;85;
468;270;74;24;81;58;83;
476;270;79;30;75;92;81;
446;271;73;79;71;14;87;
447;271;68;80;79;63;92;
448;271;8;49;82;73;80;
449;271;15;84;81;29;89;
450;271;39;75;6;26;81;
451;271;72;9;19;76;86;
452;271;76;84;71;65;83;
453;271;81;59;95;95;89;
476;271;88;75;1;86;88;
427;272;82;83;78;59;86;
432;272;90;89;60;70;81;
436;272;51;81;90;81;80;
444;272;18;85;89;84;81;
445;272;13;93;18;2;89;
451;272;81;85;71;4;99;
453;272;82;74;86;55;90;
465;272;0;0;0;0;80;
472;272;66;73;77;8;79;Ocular-2
473;272;88;77;78;44;81;
475;272;84;86;82;71;81;
477;272;0;0;0;0;80;
478;272;93;78;91;64;91;
438;273;70;85;76;19;97;
444;273;42;90;79;14;86;
446;273;66;89;15;31;83;
451;273;86;85;76;50;93;
455;273;84;24;72;57;93;
465;273;78;83;70;46;80;
469;273;67;85;40;81;93;
475;273;79;35;50;43;85;
478;273;62;79;80;92;83;
430;274;5;82;71;92;95;
431;274;9;78;90;26;95;
432;274;73;64;83;76;96;Orb
433;274;0;0;0;0;80;
444;274;0;0;0;0;70;
451;274;88;82;66;91;71;
455;274;79;8;81;18;98;
467;274;62;77;15;88;81;
470;274;95;75;91;43;98;
471;274;78;75;83;21;89;
478;274;95;91;69;94;91;
425;275;90;85;72;36;97;
429;275;90;87;80;80;80;
431;275;71;29;92;29;96;
433;275;82;99;89;78;82;
465;275;91;87;36;85;99;
474;275;3;85;76;49;86;
416;276;75;1;85;63;91;
425;276;89;66;88;80;84;
426;276;84;46;78;41;90;
430;276;18;16;86;71;88;
431;276;3;5;76;4;85;
436;276;0;0;0;0;80;
437;276;65;88;79;34;81;
469;276;76;85;73;39;97;
472;276;81;83;74;17;83;
408;277;71;92;84;92;99;
414;277;49;74;74;10;97;
426;277;90;73;85;30;86;
428;277;0;0;0;0;80;
429;277;74;73;70;69;82;
431;277;75;78;95;18;92;
465;277;87;94;77;55;93;
466;277;91;71;14;75;97;
467;277;41;84;77;3;85;
470;277;81;73;78;51;88;
471;277;3;93;82;3;93;
409;278;76;1;91;83;91;
415;278;33;72;88;88;97;
417;278;72;89;91;49;91;
421;278;90;83;82;36;98;
423;278;83;19;99;82;82;
429;278;87;13;73;11;81;
432;278;66;80;73;41;92;
470;278;77;68;86;56;86;
410;279;71;92;90;94;85;
423;279;91;88;74;87;85;
429;279;74;75;74;14;84;
432;279;69;68;74;5;73;Ocular-3
465;279;72;76;82;88;88;
468;279;0;0;0;0;80;
469;279;78;70;93;42;89;
472;279;0;0;0;0;80;
475;279;13;82;74;10;93;
401;280;73;82;83;34;88;
407;280;71;1;72;63;83;
416;280;11;18;74;58;97;
420;280;0;0;0;0;80;
425;280;98;86;65;15;86;
429;280;79;69;83;24;89;
431;280;67;73;66;19;84;
432;280;92;6;88;97;84;
416;281;95;89;83;74;97;
421;281;22;72;99;26;90;
425;281;95;92;75;65;92;
426;281;77;75;90;54;96;
433;281;85;30;88;36;82;
436;281;97;83;96;19;82;
438;281;14;78;81;87;91;
409;282;88;2;74;65;82;
428;282;65;15;86;4;99;
430;282;14;51;74;26;80;
433;282;92;36;87;22;82;
411;283;71;83;75;38;82;
419;283;14;81;89;8;96;
420;283;80;85;81;50;94;
423;283;82;80;75;27;84;
424;283;69;74;92;93;98;
431;283;68;34;80;43;84;
432;283;71;1;91;77;98;
434;283;78;81;46;28;83;
435;283;82;8;79;95;80;
438;283;37;45;64;8;92;
439;283;76;80;74;69;91;
422;284;72;70;99;44;99;Orb
423;284;77;79;69;49;89;
429;284;86;68;77;19;91;
432;284;74;80;77;67;81;
434;284;0;0;0;0;80;
437;284;78;56;73;43;94;
408;285;1;74;94;6;96;
421;285;73;9;84;20;82;
425;285;78;61;67;9;96;
426;285;76;78;94;40;82;
427;285;73;76;66;19;71;Ocular-5
428;285;75;16;91;8;87;
429;285;83;77;92;20;87;
432;285;95;15;72;63;91;
435;285;78;75;74;40;92;
430;286;79;68;88;16;91;
432;286;80;77;83;80;82;
434;286;10;63;76;1;99;
435;286;73;68;81;60;85;
416;287;87;60;81;14;97;
419;287;66;71;79;82;91;
420;287;90;86;73;47;81;
432;287;19;12;80;74;89;
433;287;96;86;90;5;87;
437;287;17;97;83;65;96;
409;288;91;83;80;60;99;
420;288;14;81;70;13;83;
423;288;0;0;0;0;80;
430;288;81;73;96;67;95;
433;288;72;29;94;50;80;
435;288;0;0;0;0;80;
405;289;74;88;75;25;92;
406;289;91;85;83;6;91;
415;289;18;77;99;24;86;
421;289;0;0;0;0;80;
424;289;65;84;73;20;80;
432;289;11;84;71;16;82;
434;289;74;72;94;41;82;
410;290;91;97;73;90;90;
428;290;71;84;77;25;92;
429;290;85;75;79;58;84;
430;290;76;73;81;17;88;
437;290;88;4;71;55;94;
440;290;0;0;0;0;80;
406;291;73;73;90;86;98;
407;291;58;11;88;16;93;
417;291;2;6;75;54;94;
423;291;39;61;72;80;93;
424;291;56;87;67;73;82;
428;291;69;75;77;13;81;
435;291;73;87;80;29;93;
436;291;79;88;74;57;96;
406;292;78;78;90;76;94;
411;292;39;75;73;79;95;
424;292;87;14;83;31;89;
429;292;89;78;74;61;82;
430;292;11;93;76;68;91;
431;292;68;65;83;28;87;
436;292;61;11;82;30;85;
408;293;69;25;82;30;91;
410;293;1;87;41;66;91;
425;293;73;47;98;59;86;
431;293;55;74;86;48;95;
432;293;69;88;69;47;91;
433;293;20;88;77;68;87;
429;294;81;80;79;11;84;
430;294;79;75;76;95;79;Ocular-4
431;294;84;69;84;67;84;
432;294;68;44;78;73;82;
435;294;68;83;76;16;81;
436;294;84;88;76;92;85;
437;294;93;80;68;13;91;Orb
406;295;72;69;93;19;83;
414;295;72;71;69;31;92;
425;295;74;71;86;22;91;
427;295;22;88;86;76;85;
435;295;77;5;75;89;88;
408;296;80;17;89;62;97;
409;296;77;14;77;32;83;
413;296;85;5;68;12;96;
415;296;0;0;0;0;80;
432;296;67;83;78;41;90;
435;296;76;24;67;83;88;
437;296;48;80;92;84;97;
405;297;2;67;92;39;85;
417;297;57;71;99;54;93;
419;297;89;84;92;18;90;
420;297;81;25;96;39;80;
427;297;0;0;0;0;80;
431;297;74;81;82;15;81;
432;297;73;83;95;98;93;
434;297;78;5;99;48;83;
408;298;21;69;72;51;84;
412;298;33;49;71;16;70;
414;298;12;82;78;81;77;
417;298;97;64;75;13;81;
426;298;95;81;81;49;93;
427;298;93;11;82;96;94;
434;298;72;93;74;12;80;
435;298;71;82;65;28;83;
361;299;78;86;79;61;82;Stalker
407;299;80;41;83;65;86;
408;299;71;86;72;40;92;
411;299;11;83;91;30;85;
415;299;14;75;80;33;87;
420;299;71;85;58;18;85;
421;299;91;65;81;23;85;
422;299;64;91;87;41;95;
428;299;79;76;88;54;93;
430;299;86;79;83;69;91;
434;299;0;0;0;0;80;
437;299;77;97;85;23;87;
354;300;87;81;76;38;99;Rem
405;300;52;73;78;31;98;
407;300;98;63;76;91;81;
412;300;80;99;86;47;83;
416;300;69;73;78;83;93;
420;300;21;80;59;49;86;
422;300;8;67;77;40;94;
424;300;1;70;75;49;80;
425;300;15;72;92;46;81;
426;300;97;86;69;17;82;
429;300;81;77;19;69;85;
432;300;0;0;0;0;80;
360;301;70;90;62;80;93;Stalker
361;301;75;70;24;67;94;Stalker
400;301;71;83;97;48;87;
402;301;5;83;77;28;83;
404;301;23;85;84;21;82;
406;301;78;66;85;41;84;
407;301;59;87;58;13;82;
411;301;77;83;71;47;83;
417;301;84;88;75;93;84;
422;301;70;73;9;82;80;
424;301;75;76;28;87;84;
427;301;89;81;19;31;83;
436;301;0;0;0;0;70;
437;301;0;0;0;0;80;
403;302;94;72;84;79;92;
408;302;74;76;87;64;82;
416;302;81;44;77;72;87;
420;302;83;82;98;76;90;Orb
421;302;85;70;50;77;88;
423;302;91;81;4;8;84;
426;302;83;79;40;47;83;
427;302;84;70;74;25;88;
355;303;76;74;80;52;93;Rem
402;303;3;77;73;16;98;
404;303;74;68;75;16;94;
405;303;70;91;3;21;81;
408;303;74;53;74;89;86;
429;303;89;86;84;11;99;
434;303;66;80;1;86;91;
400;304;80;81;77;92;82;
401;304;75;82;60;25;95;
402;304;96;92;83;49;95;Orb
404;304;12;67;22;14;88;
406;304;9;74;84;20;83;
407;304;97;82;4;75;84;
408;304;91;71;15;72;85;
411;304;83;76;70;57;98;
415;304;37;73;89;53;91;
421;304;72;76;45;68;82;
424;304;69;87;76;66;80;
426;304;79;71;68;75;81;
433;304;86;63;97;76;87;
368;305;87;82;8;69;85;Stalker
402;305;69;83;12;79;84;Арбуз
412;305;73;85;97;57;82;
416;305;76;73;80;4;84;
422;305;78;81;70;43;94;
431;305;10;77;9;59;92;
437;305;67;72;72;12;90;
400;306;76;83;85;54;85;Арбуз
401;306;74;82;1;83;83;Арбуз
402;306;83;73;72;3;94;
405;306;72;85;74;49;93;
414;306;53;76;70;21;80;
415;306;84;82;84;75;76;
416;306;91;19;88;67;73;
421;306;22;68;82;64;84;
423;306;88;71;69;76;85;
424;306;78;83;10;63;87;
427;306;77;88;72;82;97;
430;306;25;92;95;38;86;
435;306;0;0;0;0;80;
439;306;74;73;97;25;92;
440;306;0;0;0;0;90;
366;307;73;71;74;47;92;Stalker
371;307;88;90;79;70;92;Stalker
404;307;61;77;43;67;83;
407;307;17;72;71;93;91;
410;307;87;91;79;75;88;
413;307;94;89;82;13;90;Orb
423;307;1;79;33;47;83;
432;307;75;70;74;17;89;
434;307;97;72;95;58;89;
435;307;0;0;0;0;80;
368;308;88;87;56;53;95;Stalker
371;308;86;73;71;71;99;Stalker
409;308;72;82;55;66;90;
411;308;2;89;16;34;83;
417;308;74;74;76;68;87;
421;308;55;78;79;26;86;
423;308;17;86;77;56;80;
