x;y;o;e;m;t;s;
273;252;85;95;75;9;72;
274;252;95;68;43;36;95;
275;252;96;84;88;17;87;
276;252;88;72;93;60;90;
277;252;82;91;80;13;79;
279;252;55;74;88;9;21;
280;252;98;11;82;36;69;
281;252;93;45;86;74;99;
282;252;87;74;92;59;83;
283;252;86;82;74;90;75;
284;252;99;81;65;21;88;
285;252;12;71;82;88;97;
286;252;94;83;76;12;74;
287;252;9;85;79;17;87;
288;252;56;80;82;22;84;
289;252;9;93;78;57;80;
290;252;77;99;76;24;65;
292;252;77;84;97;63;87;
293;252;78;80;86;97;77;
294;252;71;74;69;67;86;
295;252;25;1;90;24;90;
296;252;95;72;72;57;81;
297;252;90;73;76;42;67;
299;252;72;73;71;29;93;
300;252;75;71;81;6;19;
302;252;80;57;16;20;87;
303;252;58;75;84;24;73;
304;252;15;77;73;81;74;
305;252;75;87;76;15;93;
310;252;84;75;98;57;87;
311;252;77;71;4;35;67;
314;252;78;77;5;68;80;
315;252;74;74;90;84;84;
316;252;78;96;12;94;78;
319;252;73;76;2;64;83;
323;252;74;79;47;81;69;
324;252;81;63;80;46;71;
325;252;75;68;28;56;74;
326;252;66;84;77;18;76;
327;252;70;69;49;82;72;
328;252;78;76;72;82;47;
329;252;77;76;78;88;79;
330;252;68;78;8;95;20;
331;252;74;76;78;64;77;
333;252;88;91;85;4;73;
334;252;72;74;19;28;65;
336;252;65;94;70;77;84;
337;252;74;74;73;53;82;
338;252;88;93;1;21;72;
339;252;78;76;99;62;75;
340;252;87;89;70;69;69;
341;252;76;68;75;84;83;
342;252;20;75;84;78;67;
344;252;75;74;70;89;30;
345;252;74;82;19;10;21;
346;252;72;75;77;44;71;
348;252;88;80;48;81;78;
349;252;19;90;76;88;74;
350;252;79;70;64;76;72;
351;252;95;87;78;17;89;
352;252;71;7;80;77;98;
358;252;2;90;78;44;89;
359;252;66;81;71;41;86;
361;252;80;45;79;74;93;
366;252;0;0;0;0;70;
367;252;15;28;78;39;89;
469;252;75;79;69;43;77;
533;252;76;78;76;94;79;
543;252;76;66;69;17;72;
556;252;77;69;76;10;72;
565;252;77;78;71;39;72;
582;252;74;78;71;24;77;
594;252;77;71;74;51;70;
628;252;78;72;64;78;77;
713;252;75;79;78;52;72;
802;252;73;72;74;63;74;
805;252;79;77;60;13;78;
956;252;74;77;68;27;78;
30;253;76;74;76;84;72;
179;253;75;79;66;81;79;
181;253;74;72;70;86;73;
251;253;90;78;66;47;68;
252;253;82;92;78;98;24;
254;253;5;72;77;79;81;
255;253;88;85;70;68;20;
259;253;93;88;87;93;84;
261;253;67;78;81;9;69;
262;253;79;76;71;37;80;
263;253;94;73;74;19;71;
264;253;84;59;69;67;70;
266;253;78;45;77;12;69;
267;253;69;77;80;68;89;
268;253;72;84;92;85;79;
269;253;14;96;66;15;70;
273;253;77;5;96;77;68;
274;253;91;81;74;24;96;
275;253;77;88;74;39;16;
276;253;70;85;97;87;62;
277;253;1;16;96;29;81;
279;253;85;70;76;44;22;
280;253;90;85;44;61;77;
281;253;6;42;80;77;98;
282;253;84;70;50;42;72;
283;253;84;92;74;13;11;
284;253;86;91;77;71;89;
285;253;20;85;84;3;83;
286;253;79;90;74;15;73;
287;253;78;80;68;26;75;
288;253;68;73;67;84;92;
291;253;13;75;72;82;86;
292;253;66;59;86;5;71;
294;253;63;15;88;24;94;
295;253;68;96;88;88;95;
296;253;69;89;84;59;15;
302;253;74;68;90;34;67;
304;253;77;68;18;9;72;
305;253;5;72;8;36;73;
308;253;10;66;82;74;81;
311;253;97;78;6;77;99;
313;253;80;86;91;64;72;
314;253;75;84;77;53;74;
315;253;93;73;28;22;78;
316;253;15;87;76;63;76;
318;253;8;75;1;24;18;
319;253;65;70;94;74;66;
320;253;30;80;78;18;81;
321;253;79;77;66;60;91;
322;253;72;76;75;60;77;
323;253;8;83;19;40;67;
324;253;96;86;83;33;10;
325;253;75;98;25;25;69;
326;253;84;75;77;41;84;
327;253;7;86;79;42;78;
328;253;90;87;91;11;98;
330;253;65;74;85;84;80;
331;253;44;74;84;58;86;
332;253;75;64;86;28;62;
333;253;41;71;70;69;62;
335;253;21;69;85;83;88;
337;253;56;69;83;38;80;
338;253;6;29;84;44;85;
339;253;6;84;97;37;24;
340;253;80;75;83;23;73;
341;253;82;99;74;84;88;
342;253;72;84;17;29;85;
343;253;83;99;84;77;92;
344;253;8;74;83;61;67;
345;253;10;93;72;50;90;
346;253;69;82;10;88;64;
347;253;68;74;32;69;87;
348;253;2;72;97;29;83;
349;253;77;74;92;54;68;
350;253;49;81;4;51;92;
352;253;86;89;97;39;85;
354;253;98;77;76;32;80;
356;253;97;76;84;61;89;
357;253;66;9;74;25;90;
358;253;76;23;91;61;94;
359;253;86;98;94;48;81;
361;253;78;78;72;97;90;
363;253;74;87;73;43;81;
364;253;69;70;77;23;91;
383;253;79;74;72;41;76;
454;253;77;78;73;88;76;
477;253;75;78;65;41;70;
549;253;75;74;75;23;79;
708;253;76;68;71;6;70;
737;253;73;75;66;51;77;
861;253;79;73;79;4;73;
894;253;75;76;70;88;73;
78;254;72;75;75;82;77;
254;254;21;85;90;16;78;
255;254;88;81;99;31;76;
258;254;84;22;95;96;94;
259;254;73;73;75;34;13;
260;254;72;84;77;19;88;
264;254;44;80;82;14;12;
265;254;80;76;74;21;76;
266;254;82;7;89;38;15;
268;254;68;6;83;56;78;
270;254;79;79;78;31;68;
271;254;93;75;72;70;74;
272;254;25;1;72;53;75;
273;254;69;44;86;73;70;
274;254;76;75;70;63;88;
275;254;19;76;81;44;24;
277;254;83;37;76;97;83;
278;254;80;72;99;75;86;
281;254;90;95;70;54;68;
282;254;70;78;75;85;66;
283;254;96;97;82;82;70;
284;254;69;75;72;61;87;
286;254;72;91;96;17;80;
287;254;72;77;96;79;71;
288;254;12;9;73;26;76;
289;254;69;6;84;78;92;
290;254;71;89;79;33;18;
291;254;12;76;83;91;72;
294;254;68;85;70;25;11;
295;254;73;77;85;44;76;
296;254;82;71;71;69;79;
301;254;83;97;86;69;16;
304;254;94;95;80;44;90;
309;254;97;74;12;96;73;
314;254;82;76;86;40;73;
315;254;70;82;90;8;88;
319;254;14;77;24;81;88;
320;254;74;82;96;53;75;
321;254;31;80;88;46;86;
322;254;80;75;35;59;81;
325;254;71;92;94;72;77;
326;254;9;73;71;78;71;
327;254;60;85;86;74;14;
328;254;1;77;86;64;65;
329;254;61;86;88;36;72;
330;254;68;71;78;30;78;
331;254;79;74;14;48;82;
332;254;73;78;71;51;84;
334;254;84;83;85;3;83;
335;254;6;79;94;56;83;
336;254;71;86;34;35;95;
337;254;80;73;60;13;24;
340;254;16;82;73;2;71;
341;254;14;87;13;37;73;
342;254;4;83;11;86;83;
343;254;78;94;7;72;73;
345;254;71;84;70;79;87;
346;254;22;80;5;95;74;
347;254;84;83;28;42;90;
348;254;85;69;87;47;79;
350;254;69;77;92;89;79;
352;254;77;72;72;55;86;
355;254;70;97;60;70;85;
356;254;66;74;80;48;90;
360;254;75;70;69;44;87;
363;254;18;73;88;20;81;
367;254;70;92;80;51;89;
403;254;76;68;71;73;71;
421;254;79;77;78;68;70;
438;254;73;74;73;63;78;
443;254;0;0;0;0;80;
448;254;78;78;79;88;71;
451;254;75;79;79;10;72;
553;254;70;71;69;62;74;
692;254;76;62;70;38;73;
998;254;79;75;76;5;71;
5;255;73;71;78;49;77;
28;255;72;74;78;90;75;
62;255;73;67;72;67;77;
97;255;76;72;70;68;76;
125;255;76;74;75;69;78;
250;255;65;61;66;18;63;
251;255;74;67;86;9;79;
253;255;76;79;82;22;75;
255;255;78;76;97;75;73;
257;255;49;84;76;60;84;
258;255;55;71;88;84;81;
260;255;78;72;95;57;96;
261;255;76;80;76;87;28;
263;255;94;80;78;16;80;
264;255;74;78;98;94;70;
265;255;84;9;87;14;82;
266;255;15;8;81;24;84;
268;255;87;73;80;77;81;
269;255;76;96;89;47;84;
270;255;92;25;78;61;78;
271;255;68;57;89;78;79;
272;255;22;90;78;58;99;
273;255;88;97;66;70;77;
275;255;80;4;75;62;74;
276;255;73;79;94;12;12;
277;255;41;70;76;21;93;
278;255;7;86;91;71;71;
279;255;79;86;54;87;74;
280;255;71;67;96;87;85;
281;255;14;67;80;91;77;
282;255;87;76;95;29;22;
284;255;60;84;69;37;15;
285;255;99;69;92;89;98;
287;255;71;99;82;50;11;
289;255;73;75;96;8;81;
291;255;80;85;80;14;74;
292;255;72;70;78;45;94;
293;255;36;81;73;45;85;
294;255;79;92;86;63;84;
299;255;77;32;94;17;75;
303;255;71;80;83;77;76;
304;255;75;56;1;74;86;
305;255;88;63;75;15;68;
306;255;68;81;99;78;80;
310;255;77;74;95;55;69;
316;255;74;82;83;12;81;
319;255;88;79;73;75;69;
320;255;20;68;62;71;98;
321;255;84;73;20;11;69;
325;255;70;92;70;47;75;
326;255;75;83;58;8;83;
327;255;75;73;74;52;25;
328;255;6;68;21;80;20;
329;255;80;64;93;67;72;
330;255;85;67;83;58;86;
332;255;93;75;73;88;73;
334;255;67;86;77;13;92;
335;255;76;82;69;28;63;
336;255;71;93;88;56;77;
337;255;80;81;70;26;80;
339;255;1;84;58;17;19;
340;255;70;75;71;30;78;
342;255;84;86;68;44;77;
343;255;81;89;62;2;74;
344;255;69;76;72;14;77;
345;255;39;70;74;2;77;
346;255;82;93;9;26;64;
347;255;81;98;71;76;91;
348;255;7;67;8;32;79;
349;255;11;88;95;80;12;
353;255;11;78;74;49;84;
359;255;74;79;71;39;83;
361;255;89;91;77;61;80;
362;255;76;79;87;11;83;
364;255;72;72;77;89;91;
366;255;67;71;75;75;97;
367;255;74;71;74;74;85;
385;255;78;75;75;82;74;
447;255;76;74;77;97;77;
569;255;71;66;79;86;73;
587;255;78;74;68;28;73;
663;255;74;73;66;37;79;
675;255;73;78;64;39;78;
683;255;72;71;79;38;74;
730;255;77;73;73;20;76;
799;255;78;60;69;5;78;
877;255;71;67;77;80;74;
888;255;77;75;69;80;73;
992;255;76;74;69;2;77;
234;256;74;79;63;83;77;
250;256;5;88;81;68;92;
251;256;78;74;76;2;70;
252;256;26;79;68;46;71;
253;256;69;79;82;60;12;
254;256;94;69;79;52;84;
255;256;73;85;76;88;71;
256;256;84;3;81;85;71;
257;256;80;17;83;38;84;
258;256;84;78;84;35;86;
263;256;77;2;93;57;13;
265;256;76;3;49;50;85;
266;256;7;68;95;70;81;
268;256;75;75;86;77;79;
269;256;7;81;70;64;77;
273;256;76;6;70;7;76;
280;256;12;96;72;92;17;
281;256;65;81;74;28;71;
282;256;68;99;90;5;86;
283;256;96;13;70;10;79;
285;256;66;95;84;77;86;
286;256;71;61;86;77;79;
287;256;69;11;75;25;11;
288;256;73;84;84;17;91;
289;256;76;24;80;72;90;
290;256;17;27;70;9;65;
292;256;5;74;99;38;83;
294;256;71;81;81;67;71;
295;256;98;59;84;10;95;
299;256;82;23;87;60;89;
301;256;83;99;70;62;78;
303;256;75;77;67;50;70;
304;256;14;68;71;41;76;
305;256;81;77;28;90;68;
306;256;79;73;83;9;72;
309;256;83;85;45;55;92;
310;256;60;56;99;46;78;
312;256;98;69;83;67;75;
313;256;76;73;70;44;86;
314;256;86;87;93;41;95;
315;256;78;82;77;96;72;
316;256;88;95;78;32;65;
321;256;76;96;92;37;81;
324;256;83;68;96;45;66;
325;256;74;67;48;17;89;
327;256;74;73;79;2;82;
328;256;74;85;75;49;72;
329;256;80;73;77;41;76;
330;256;75;76;67;62;66;
331;256;75;81;4;35;71;
332;256;79;89;77;57;76;
333;256;80;77;92;91;73;
334;256;69;80;74;81;71;
335;256;76;83;83;81;75;
336;256;87;93;76;10;79;
337;256;80;44;78;73;74;
338;256;79;76;80;19;10;
339;256;82;36;81;39;93;
340;256;77;94;98;50;87;
341;256;79;71;15;62;20;
342;256;74;78;99;20;86;
344;256;4;85;65;46;86;
345;256;70;77;6;74;89;
346;256;67;88;68;46;82;
347;256;72;66;69;40;84;
348;256;79;96;76;23;85;
349;256;79;89;74;10;78;
350;256;79;71;54;64;83;
352;256;74;72;81;43;89;
353;256;70;22;55;42;80;
354;256;7;75;84;42;86;
360;256;6;70;71;38;81;
362;256;93;79;88;9;80;
658;256;75;75;73;35;78;
697;256;75;78;76;7;73;
724;256;75;70;77;20;77;
881;256;79;77;76;46;77;
921;256;76;73;74;87;77;
113;257;75;74;71;34;73;
123;257;76;75;67;27;75;
128;257;77;72;73;36;76;
223;257;79;70;72;80;74;
250;257;60;74;85;45;81;
251;257;93;74;72;55;77;
252;257;89;63;71;83;77;
253;257;41;67;84;23;71;
257;257;2;97;84;99;93;
260;257;77;41;81;69;77;
261;257;72;90;88;43;87;
262;257;86;87;82;45;86;
265;257;76;75;73;13;81;
266;257;10;39;92;65;71;
270;257;80;86;75;68;76;
279;257;73;13;77;90;80;
280;257;81;93;75;34;47;
283;257;60;76;90;20;97;
288;257;78;78;76;59;93;
289;257;20;76;76;35;76;
291;257;75;82;72;66;71;
292;257;77;86;70;15;78;
293;257;86;66;64;95;74;
295;257;82;87;91;59;76;
296;257;80;92;91;63;67;
298;257;86;70;81;40;76;
299;257;52;17;58;82;70;
301;257;81;79;21;38;84;
303;257;70;82;80;39;73;
304;257;77;93;74;72;84;
305;257;76;87;76;40;89;
306;257;84;65;69;66;86;
313;257;72;72;78;56;16;
314;257;73;79;8;22;85;
315;257;16;85;72;88;88;
316;257;44;83;81;25;51;
317;257;74;69;92;73;71;
320;257;76;76;19;84;72;
323;257;51;81;63;53;84;
324;257;75;73;80;14;68;
325;257;85;91;84;79;74;
326;257;29;80;70;66;95;
327;257;9;55;18;50;94;
328;257;20;86;78;97;71;
329;257;76;74;80;41;75;
330;257;71;73;68;28;74;
331;257;80;81;1;76;76;
332;257;83;96;74;50;94;
333;257;54;83;82;50;72;
334;257;80;87;89;35;71;
335;257;75;61;4;11;69;
336;257;76;73;1;74;93;
338;257;28;78;85;37;65;
339;257;84;78;16;17;76;
341;257;78;88;78;39;76;
342;257;8;82;73;88;91;
343;257;75;76;72;24;89;
344;257;82;26;72;34;10;
345;257;82;74;86;48;71;
346;257;89;77;78;33;75;
349;257;16;89;86;51;82;
350;257;83;74;14;35;87;
352;257;75;71;80;72;82;
353;257;84;5;75;25;87;
356;257;75;84;97;38;96;
357;257;70;92;80;61;83;
358;257;73;5;90;12;98;
359;257;88;51;98;54;85;
360;257;5;86;83;89;84;
364;257;86;77;62;84;80;
419;257;72;69;78;33;74;
420;257;79;70;74;48;71;
456;257;77;74;68;36;78;
524;257;79;74;75;64;79;
581;257;71;77;77;46;72;
665;257;74;74;72;49;74;
689;257;74;72;63;29;78;
691;257;66;79;79;7;74;
709;257;77;77;70;59;71;
933;257;79;60;69;50;76;
42;258;75;78;69;3;77;
61;258;72;79;77;44;78;
99;258;78;70;74;11;73;
118;258;79;73;67;70;75;
250;258;3;87;94;49;93;
251;258;78;82;76;32;86;
252;258;89;78;46;60;86;
253;258;6;74;71;64;62;
254;258;44;90;85;31;68;
255;258;68;92;75;51;78;
256;258;79;8;69;97;74;
257;258;76;65;75;11;74;
258;258;19;87;77;21;69;
259;258;75;82;72;59;82;
260;258;86;71;76;57;71;
261;258;71;86;72;65;72;
262;258;75;6;81;30;89;
263;258;74;82;99;43;89;
265;258;81;61;68;33;76;
266;258;72;81;79;66;65;
267;258;66;94;77;36;84;
268;258;76;8;75;76;78;
279;258;85;74;77;58;79;
280;258;13;94;63;77;64;
281;258;78;95;76;44;79;
282;258;68;16;79;43;90;
284;258;75;91;84;79;81;
285;258;70;31;75;52;71;
286;258;30;2;91;68;82;
287;258;16;69;95;57;69;
288;258;36;12;82;41;94;
289;258;84;78;79;58;68;
290;258;83;83;82;70;22;
291;258;75;83;82;40;17;
295;258;81;78;89;47;86;
296;258;97;24;94;32;83;
297;258;32;93;73;96;72;
301;258;53;77;8;81;69;
302;258;76;91;88;82;87;
303;258;78;86;99;69;67;
307;258;88;96;69;72;79;
308;258;74;70;75;69;73;
315;258;79;93;94;11;71;
323;258;6;95;73;8;75;
324;258;70;89;70;70;83;
325;258;55;78;74;8;85;
326;258;41;97;62;15;72;
327;258;87;77;76;54;79;
328;258;1;99;76;35;65;
329;258;3;74;77;84;70;
331;258;84;73;79;10;89;
332;258;78;69;67;38;94;
333;258;13;92;15;5;64;
334;258;17;95;88;49;76;
335;258;30;84;81;83;79;
336;258;3;77;64;26;76;
337;258;76;75;14;95;85;
340;258;64;76;83;13;81;
341;258;76;82;14;51;84;
342;258;73;89;1;62;11;
343;258;75;83;83;33;78;
344;258;76;92;81;53;15;
345;258;84;70;78;26;24;
346;258;70;72;40;59;77;
347;258;10;88;21;49;80;
348;258;80;83;93;15;86;
350;258;82;77;71;56;74;
352;258;79;79;91;85;96;
353;258;76;23;93;8;84;
356;258;81;3;86;79;8;
358;258;81;3;91;86;81;
360;258;80;71;78;7;95;
362;258;71;71;74;16;76;
363;258;84;4;73;68;94;
364;258;36;83;97;37;81;
366;258;63;84;87;62;86;
370;258;18;79;91;10;90;
405;258;70;73;75;15;75;
425;258;71;75;74;13;77;
577;258;72;75;76;10;73;
585;258;76;77;69;23;78;
596;258;73;72;74;93;71;
668;258;75;71;64;98;70;
670;258;76;77;64;6;73;
686;258;78;69;72;26;76;
779;258;77;73;74;90;78;
134;259;76;74;74;97;70;
139;259;74;76;67;1;73;
251;259;80;81;79;17;11;
252;259;99;86;74;13;13;
253;259;71;5;88;76;76;
254;259;80;86;80;27;69;
255;259;71;86;78;11;84;
259;259;77;53;77;16;49;
260;259;32;11;60;46;94;
261;259;30;67;75;38;74;
262;259;71;11;87;86;75;
263;259;64;81;80;61;73;
266;259;4;83;38;5;72;
268;259;1;75;87;46;82;
283;259;88;56;83;15;79;
286;259;16;80;86;60;81;
287;259;80;71;83;17;77;
289;259;82;17;83;84;70;
290;259;84;79;84;56;86;
294;259;83;83;90;21;72;
295;259;88;79;87;81;17;
296;259;78;83;90;58;66;
297;259;71;91;82;25;91;
300;259;9;21;90;84;15;
306;259;84;61;35;44;88;
315;259;82;87;90;87;95;
316;259;16;87;15;57;19;
323;259;97;90;61;75;26;
324;259;4;76;68;30;87;
325;259;2;84;75;11;90;
326;259;63;85;3;70;98;
327;259;5;73;68;37;70;
330;259;69;79;1;50;78;
331;259;92;97;89;87;79;
332;259;69;75;73;7;68;
335;259;88;91;74;97;81;
337;259;73;79;72;46;64;
338;259;0;0;0;0;0;
342;259;7;87;85;67;68;
344;259;72;77;87;20;17;
346;259;75;77;22;16;91;
348;259;72;75;83;76;73;
349;259;92;93;70;55;74;
350;259;74;89;71;60;69;
353;259;85;74;94;59;83;
358;259;85;69;27;61;76;
362;259;51;81;78;10;88;
364;259;96;70;77;44;84;
552;259;73;79;78;66;78;
567;259;78;73;75;23;78;
658;259;73;79;61;4;72;
670;259;75;66;73;42;72;
735;259;72;78;75;35;77;
867;259;72;78;75;53;74;
7;260;71;74;79;67;71;
36;260;78;78;69;72;72;
52;260;71;77;77;61;72;
58;260;73;77;76;19;75;
73;260;77;79;71;19;75;
91;260;71;74;62;23;76;
250;260;78;91;71;67;79;
251;260;73;83;74;19;72;
253;260;10;83;72;69;84;
254;260;16;26;80;60;95;
261;260;18;69;78;75;85;
262;260;83;90;87;14;84;
263;260;97;83;76;91;89;
264;260;70;78;85;29;72;
265;260;7;55;73;14;94;
266;260;69;48;84;32;71;
267;260;94;73;80;32;78;
282;260;82;76;95;59;71;
284;260;80;14;71;38;81;
285;260;75;88;99;68;74;
286;260;78;9;88;64;80;
287;260;4;66;77;65;79;
288;260;78;86;90;92;83;
290;260;98;64;80;91;82;
293;260;85;76;90;79;72;
294;260;76;73;84;20;93;
295;260;9;80;77;9;79;
296;260;83;76;89;87;76;
304;260;27;76;77;25;82;
305;260;90;70;75;37;71;
306;260;79;84;88;79;81;
307;260;15;92;75;41;79;
308;260;22;70;87;71;69;
309;260;73;81;76;73;19;
313;260;53;93;83;47;76;
315;260;73;98;74;48;17;
316;260;71;83;68;57;83;
317;260;79;67;11;80;70;
323;260;79;72;72;18;10;
325;260;78;80;72;78;86;
326;260;83;92;99;95;70;
327;260;95;87;78;11;79;
330;260;78;77;3;88;72;
331;260;73;68;72;64;81;
332;260;81;71;83;44;69;
333;260;54;78;5;57;27;
334;260;88;76;28;49;71;
335;260;81;72;84;34;75;
336;260;92;89;85;29;12;
337;260;64;87;6;4;82;
338;260;38;57;3;87;75;
339;260;65;88;94;26;32;
344;260;80;91;73;33;95;
345;260;77;59;87;82;80;
349;260;4;94;76;51;11;
350;260;74;75;74;65;67;
356;260;87;91;93;17;72;
357;260;88;50;84;58;76;
359;260;6;72;99;99;79;
362;260;43;23;57;35;85;
364;260;75;15;83;58;84;
367;260;18;15;80;70;89;
368;260;4;79;76;4;97;
369;260;76;75;64;94;77;
539;260;72;72;78;53;73;
563;260;76;78;74;38;77;
684;260;79;63;76;83;74;
700;260;71;74;74;31;75;
710;260;76;71;70;53;77;
731;260;76;77;78;87;72;
34;261;79;74;70;93;75;
92;261;73;79;77;78;77;
98;261;70;72;72;28;77;
250;261;90;80;90;69;71;
251;261;70;79;80;89;89;
252;261;29;69;83;30;70;
254;261;81;87;83;36;70;
263;261;91;57;77;35;72;
264;261;69;84;88;44;69;
265;261;76;73;72;73;70;
267;261;64;3;86;43;10;
274;261;84;69;81;7;79;
283;261;77;76;92;9;83;
284;261;63;97;67;48;73;
285;261;54;81;82;15;81;
286;261;85;77;81;22;23;
288;261;84;48;98;5;90;
290;261;82;2;79;45;77;
294;261;78;27;77;76;78;
295;261;78;76;72;97;74;
297;261;76;86;95;38;71;
300;261;92;83;82;54;92;
305;261;49;84;74;52;71;
306;261;83;19;81;3;68;
309;261;82;80;85;44;82;
311;261;96;73;72;20;73;
313;261;81;81;90;70;68;
314;261;75;76;67;67;99;
316;261;83;82;8;98;78;
318;261;77;99;86;98;93;
323;261;70;78;79;27;85;
324;261;30;86;69;88;73;
325;261;32;76;12;76;85;
326;261;77;78;54;98;74;
327;261;74;79;78;73;89;
328;261;77;99;51;15;77;
330;261;81;88;81;60;72;
333;261;75;75;29;75;82;
336;261;75;76;79;49;96;
337;261;67;70;72;67;16;
338;261;79;82;4;46;80;
339;261;95;76;77;43;85;
341;261;96;82;69;78;85;
348;261;76;98;87;49;82;
350;261;43;80;68;12;70;
352;261;17;83;23;46;86;
353;261;73;90;84;64;82;
356;261;86;75;66;90;80;
357;261;7;77;77;60;88;
358;261;10;75;83;76;84;
359;261;81;62;97;86;83;
360;261;74;2;66;42;78;
362;261;80;74;76;30;82;
366;261;76;82;67;85;80;
367;261;94;1;72;85;88;
370;261;28;1;33;10;90;
407;261;70;69;70;22;72;
512;261;78;70;76;55;74;
547;261;77;73;74;21;72;
623;261;72;76;77;75;72;
647;261;74;79;72;59;71;
672;261;72;75;68;59;75;
715;261;75;72;69;52;76;
774;261;75;63;69;97;77;
53;262;72;68;77;3;76;
68;262;70;72;74;21;77;
98;262;72;77;76;75;79;
130;262;74;77;63;37;76;
200;262;72;77;76;18;71;
215;262;74;71;60;16;76;
242;262;76;78;78;41;74;
250;262;5;93;38;72;99;
251;262;72;85;57;44;11;
252;262;57;77;66;74;78;
253;262;82;23;75;16;13;
255;262;90;68;96;43;75;
256;262;92;72;73;69;82;
257;262;89;76;73;56;73;
260;262;77;74;72;62;73;
261;262;92;6;83;30;85;
262;262;32;80;76;33;77;
264;262;81;77;82;43;89;
265;262;50;22;94;46;94;
271;262;80;7;84;67;68;
272;262;80;59;90;91;97;
273;262;75;78;74;42;12;
275;262;76;87;78;36;76;
279;262;81;73;88;82;10;
284;262;29;88;72;63;85;
285;262;84;84;78;66;21;
286;262;78;99;77;38;76;
287;262;98;53;71;1;80;
288;262;74;84;95;38;70;
289;262;95;1;79;9;80;
295;262;84;85;89;34;96;
296;262;1;86;79;15;75;
298;262;76;91;97;47;71;
299;262;96;72;75;79;91;
306;262;6;90;78;46;69;
307;262;95;86;83;44;73;
309;262;17;84;81;63;80;
310;262;27;80;91;62;94;
311;262;80;83;16;52;90;
312;262;11;98;93;27;67;
314;262;81;88;77;34;81;
315;262;71;77;18;77;98;
316;262;73;96;82;79;75;
317;262;72;55;77;65;71;
319;262;65;76;73;61;22;
323;262;97;75;90;86;87;
324;262;78;82;73;84;85;
325;262;82;97;69;84;83;
326;262;18;90;47;31;78;
327;262;96;71;1;34;23;
329;262;73;99;82;50;68;
334;262;7;75;57;47;76;
335;262;76;78;98;67;83;
336;262;79;72;13;62;79;
339;262;61;91;15;90;80;
340;262;77;91;91;67;97;
341;262;75;80;82;48;80;
349;262;77;90;91;21;67;
350;262;82;74;6;33;87;
356;262;70;92;75;29;85;
358;262;79;24;72;51;72;
360;262;72;38;72;89;73;
363;262;95;85;84;87;89;
366;262;53;28;80;57;95;
383;262;74;74;60;20;77;
404;262;71;71;74;23;79;
437;262;71;64;63;28;76;
453;262;78;75;74;52;77;
597;262;74;72;73;90;71;
629;262;70;72;77;94;78;
650;262;74;77;69;72;77;
682;262;77;73;76;30;75;
706;262;73;73;78;41;75;
792;262;76;78;75;28;74;
799;262;78;70;72;5;78;
805;262;76;75;79;25;76;
807;262;74;70;70;81;75;
895;262;71;79;77;54;73;
912;262;77;74;73;81;79;
920;262;73;76;68;24;72;
36;263;76;79;72;76;79;
92;263;79;75;75;41;70;
223;263;76;66;77;69;77;
250;263;53;85;82;48;75;
251;263;14;81;95;97;75;
252;263;85;78;87;40;77;
253;263;84;49;83;38;84;
254;263;5;94;96;83;83;
255;263;50;84;91;21;84;
256;263;81;78;82;22;79;
257;263;87;1;98;3;71;
259;263;78;8;90;5;85;
260;263;77;15;87;30;75;
263;263;74;90;89;77;71;
265;263;71;44;88;43;70;
266;263;82;76;73;86;84;
271;263;69;6;88;36;79;
275;263;78;1;86;43;11;
277;263;84;72;83;7;88;
278;263;97;88;74;69;85;
284;263;14;10;78;58;26;
285;263;70;87;69;96;78;
286;263;80;9;68;19;71;
287;263;31;78;84;88;80;
288;263;67;62;77;98;67;
290;263;93;69;74;20;71;
295;263;29;77;71;96;12;
297;263;87;63;91;87;70;
307;263;62;93;53;62;94;
308;263;61;73;87;21;77;
309;263;85;66;75;11;90;
310;263;81;76;85;73;70;
311;263;73;68;55;68;81;
316;263;84;95;5;85;67;
317;263;24;90;74;83;89;
318;263;63;27;81;34;80;
323;263;86;92;32;57;80;
324;263;6;91;81;27;73;
326;263;86;81;72;3;78;
328;263;81;83;7;69;74;
329;263;59;76;3;9;88;
330;263;70;61;31;78;78;
331;263;81;67;73;77;70;
332;263;64;75;66;55;65;
333;263;11;95;6;7;11;
337;263;2;81;76;18;73;
340;263;63;73;82;25;84;
341;263;82;88;84;47;72;
343;263;81;89;76;70;96;
349;263;82;72;6;86;81;
350;263;90;74;83;23;70;
353;263;70;72;77;51;77;
356;263;92;1;85;45;90;
357;263;24;1;94;86;9;
359;263;81;75;75;64;77;
360;263;55;90;31;75;76;
361;263;21;91;99;86;81;
364;263;71;74;67;31;80;
366;263;69;81;81;77;80;
367;263;67;74;80;2;90;
420;263;77;78;73;74;72;
479;263;70;71;75;63;77;
560;263;79;77;63;70;70;
562;263;74;74;75;80;77;
578;263;75;63;73;35;79;
649;263;73;76;69;15;79;
872;263;77;77;76;55;70;
905;263;74;69;71;57;75;
44;264;76;70;79;18;74;
59;264;70;74;78;48;71;
71;264;73;71;75;15;72;
250;264;82;91;93;3;81;
251;264;90;73;89;25;77;
252;264;66;13;89;2;77;
255;264;5;79;82;44;79;
256;264;79;86;89;81;15;
257;264;79;75;82;35;82;
258;264;73;71;80;46;70;
259;264;37;88;93;73;73;
264;264;87;56;94;54;23;
265;264;73;3;82;12;80;
266;264;82;75;75;96;81;
270;264;70;97;68;3;47;
271;264;76;80;82;13;14;
276;264;6;10;94;86;82;
